Sno,Album_Name,Artist_Name,Song_Name,Price,Time,Released,Label,Copyright,Genre,Group
137,#42: No Way Out,Adventures in Odyssey,543: Nothing But the Half Truth,$1.99,24:44:00," December 9, 2001", Focus on the Family, 2004 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
138,#42: No Way Out,Adventures in Odyssey,544: Split Ends,$1.99,24:18:00," December 9, 2001", Focus on the Family, 2004 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
139,#42: No Way Out,Adventures in Odyssey,545: Something's Got to Change,$1.99,22:22," December 9, 2001", Focus on the Family, 2004 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
140,#42: No Way Out,Adventures in Odyssey,546: No Way Out (Part 1 of 2),$1.99,21:49," December 9, 2001", Focus on the Family, 2004 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
141,#42: No Way Out,Adventures in Odyssey,547: No Way In (Part 2 of 2),$1.99,24:03:00," December 9, 2001", Focus on the Family, 2004 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
142,#55: The Deep End,Adventures in Odyssey,"703: The Labyrinth, Part 1 of 3",$1.99,24:22:00," December 9, 2001", Focus on the Family, 2012 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
143,#55: The Deep End,Adventures in Odyssey,"704: The Labyrinth, Part 2 of 3",$1.99,22:56," December 9, 2001", Focus on the Family, 2012 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
144,#55: The Deep End,Adventures in Odyssey,"705: The Labyrinth, Part 3 of 3",$1.99,22:15," December 9, 2001", Focus on the Family, 2012 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
145,#55: The Deep End,Adventures in Odyssey,706: To Mend or Repair,$1.99,25:43:00," December 9, 2001", Focus on the Family, 2012 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
146,#55: The Deep End,Adventures in Odyssey,707: Mistaken for Good,$1.99,25:21:00," December 9, 2001", Focus on the Family, 2012 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
147,#55: The Deep End,Adventures in Odyssey,"708: Sergeant York, Part 1 of 4",$1.99,24:34:00," December 9, 2001", Focus on the Family, 2012 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
148,#55: The Deep End,Adventures in Odyssey,"709: Sergeant York, Part 2 of 4",$1.99,21:32," December 9, 2001", Focus on the Family, 2012 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
149,#55: The Deep End,Adventures in Odyssey,"710: Sergeant York, Part 3 of 4",$1.99,19:26," December 9, 2001", Focus on the Family, 2012 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
150,#55: The Deep End,Adventures in Odyssey,"711: Sergeant York, Part 4 of 4",$1.99,20:36," December 9, 2001", Focus on the Family, 2012 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
151,#55: The Deep End,Adventures in Odyssey,712: Child's Play,$1.99,24:35:00," December 9, 2001", Focus on the Family, 2012 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
152,#55: The Deep End,Adventures in Odyssey,"713: Something Old, Something New, Part 1 of 2",$1.99,23:50," December 9, 2001", Focus on the Family, 2012 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
153,#55: The Deep End,Adventures in Odyssey,"714: Something Old, Something New, Part 2 of 2",$1.99,26:08:00," December 9, 2001", Focus on the Family, 2012 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
154,#56: The Grand Design,Adventures in Odyssey,"715: The Perfect Church, Part 1 of 2",$1.99,23:29," October 6, 2012", Focus on the Family, 2012 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
155,#56: The Grand Design,Adventures in Odyssey,"716: The Perfect Church, Part 2 of 2",$1.99,24:23:00," October 6, 2012", Focus on the Family, 2012 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
156,#56: The Grand Design,Adventures in Odyssey,717: Great Expectations,$1.99,24:05:00," October 6, 2012", Focus on the Family, 2012 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
157,#56: The Grand Design,Adventures in Odyssey,718: For Three Dollars More,$1.99,24:56:00," October 6, 2012", Focus on the Family, 2012 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
158,#56: The Grand Design,Adventures in Odyssey,719: The Bible Network,$1.99,22:32," October 6, 2012", Focus on the Family, 2012 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
159,#56: The Grand Design,Adventures in Odyssey,720: Happy Hunting,$1.99,25:04:00," October 6, 2012", Focus on the Family, 2012 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
160,#56: The Grand Design,Adventures in Odyssey,721: The Holy Hoopster,$1.99,26:21:00," October 6, 2012", Focus on the Family, 2012 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
161,#56: The Grand Design,Adventures in Odyssey,"721a: Bonus! Extended Mix Of The Holy Hoopster"" Rap""",$1.99,1:15," October 6, 2012", Focus on the Family, 2012 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
162,#56: The Grand Design,Adventures in Odyssey,722: The Lost Riddle,$1.99,27:05:00," October 6, 2012", Focus on the Family, 2012 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
163,#56: The Grand Design,Adventures in Odyssey,723: Groundhog Jay,$1.99,23:43," October 6, 2012", Focus on the Family, 2012 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
164,#56: The Grand Design,Adventures in Odyssey,"724: Home Again, Part 1 of 2",$1.99,24:26:00," October 6, 2012", Focus on the Family, 2012 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
165,#56: The Grand Design,Adventures in Odyssey,"725: Home Again, Part 2 of 2",$1.99,22:17," October 6, 2012", Focus on the Family, 2012 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
166,#57: A Call to Something More,Adventures in Odyssey,"727: Your Servant is Listening, Part 1 of 2",$1.99,23:24," August 16, 2013", Focus on the Family, 2013 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
167,#57: A Call to Something More,Adventures in Odyssey,"728: Your Servant is Listening, Part 2 of 2",$1.99,25:10:00," August 16, 2013", Focus on the Family, 2013 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
168,#57: A Call to Something More,Adventures in Odyssey,729: No Chemistry Whatsoever,$1.99,24:54:00," August 16, 2013", Focus on the Family, 2013 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
169,#57: A Call to Something More,Adventures in Odyssey,730: The Friend Formula,$1.99,24:18:00," August 16, 2013", Focus on the Family, 2013 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
170,#57: A Call to Something More,Adventures in Odyssey,731: More Than a Feeling,$1.99,25:10:00," August 16, 2013", Focus on the Family, 2013 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
171,#57: A Call to Something More,Adventures in Odyssey,732: Repent After Me,$1.99,25:41:00," August 16, 2013", Focus on the Family, 2013 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
172,#57: A Call to Something More,Adventures in Odyssey,733: Big Trouble Under the Big Top,$1.99,24:48:00," August 16, 2013", Focus on the Family, 2013 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
173,#57: A Call to Something More,Adventures in Odyssey,"734: Life Expectancy, Part 1 of 3",$1.99,26:41:00," August 16, 2013", Focus on the Family, 2013 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
174,#57: A Call to Something More,Adventures in Odyssey,"735: Life Expectancy, Part 2 of 3",$1.99,23:42," August 16, 2013", Focus on the Family, 2013 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
175,#57: A Call to Something More,Adventures in Odyssey,"736: Life Expectancy, Part 3 of 3",$1.99,28:44:00," August 16, 2013", Focus on the Family, 2013 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
176,#57: A Call to Something More,Adventures in Odyssey,"737: The Pilot, Part 1 of 2",$1.99,24:13:00," August 16, 2013", Focus on the Family, 2013 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
177,#57: A Call to Something More,Adventures in Odyssey,"738: The Pilot, Part 2 of 2",$1.99,23:04," August 16, 2013", Focus on the Family, 2013 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
178,#58: The Ties That Bind,Adventures in Odyssey,"751: The Ties That Bind, Part 1",$0.99,24:48:00," September 1, 2014", Focus on the Family, 2014 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
179,#58: The Ties That Bind,Adventures in Odyssey,"752: The Ties That Bind, Part 2",$0.99,26:32:00," September 1, 2014", Focus on the Family, 2014 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
180,#58: The Ties That Bind,Adventures in Odyssey,"753: The Ties That Bind, Part 3",$0.99,22:30," September 1, 2014", Focus on the Family, 2014 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
181,#58: The Ties That Bind,Adventures in Odyssey,"754: The Ties That Bind, Part 4",$0.99,22:55," September 1, 2014", Focus on the Family, 2014 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
182,#58: The Ties That Bind,Adventures in Odyssey,"755: The Ties That Bind, Part 5",$0.99,24:34:00," September 1, 2014", Focus on the Family, 2014 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
183,#58: The Ties That Bind,Adventures in Odyssey,"756: The Ties That Bind, Part 6",$0.99,25:13:00," September 1, 2014", Focus on the Family, 2014 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
184,#58: The Ties That Bind,Adventures in Odyssey,"757: The Ties That Bind, Part 7",$0.99,23:54," September 1, 2014", Focus on the Family, 2014 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
185,#58: The Ties That Bind,Adventures in Odyssey,"758: The Ties That Bind, Part 8",$0.99,24:46:00," September 1, 2014", Focus on the Family, 2014 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
186,#58: The Ties That Bind,Adventures in Odyssey,"759: The Ties That Bind, Part 9",$0.99,24:06:00," September 1, 2014", Focus on the Family, 2014 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
187,#58: The Ties That Bind,Adventures in Odyssey,"760: The Ties That Bind, Part 10",$0.99,23:25," September 1, 2014", Focus on the Family, 2014 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
188,#58: The Ties That Bind,Adventures in Odyssey,"761: The Ties That Bind, Part 11",$0.99,25:53:00," September 1, 2014", Focus on the Family, 2014 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
189,#58: The Ties That Bind,Adventures in Odyssey,"762: The Ties That Bind, Part 12",$0.99,24:34:00," September 1, 2014", Focus on the Family, 2014 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
190,#58: The Ties That Bind,Adventures in Odyssey,"763: The Ties That Bind, Part 13",$0.99,25:50:00," September 1, 2014", Focus on the Family, 2014 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
191,#58: The Ties That Bind,Adventures in Odyssey,"764: The Ties That Bind, Part 14",$0.99,33:15:00," September 1, 2014", Focus on the Family, 2014 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
192,#58: The Ties That Bind,Adventures in Odyssey,764a: Bonus Behind The Scenes Of The Train Room Scene,$0.99,7:37," September 1, 2014", Focus on the Family, 2014 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
193,#58: The Ties That Bind,Adventures in Odyssey,764b: Bonus Deleted Scenes From The Ties That Bind,$0.99,12:51," September 1, 2014", Focus on the Family, 2014 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
194,#59: Taking the Plunge,Adventures in Odyssey,777: First Things First,$0.99,23:19," July 1, 2015", Focus on the Family, 2015 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
195,#59: Taking the Plunge,Adventures in Odyssey,778: Playing The Predictable,$0.99,24:24:00," July 1, 2015", Focus on the Family, 2015 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
196,#59: Taking the Plunge,Adventures in Odyssey,779: A Big Commitment,$0.99,25:41:00," July 1, 2015", Focus on the Family, 2015 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
197,#59: Taking the Plunge,Adventures in Odyssey,780: Dinner Roll Models,$0.99,23:26," July 1, 2015", Focus on the Family, 2015 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
198,#59: Taking the Plunge,Adventures in Odyssey,781: Out Of The Woods,$0.99,24:49:00," July 1, 2015", Focus on the Family, 2015 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
199,#59: Taking the Plunge,Adventures in Odyssey,782: Let's Get Together,$0.99,24:31:00," July 1, 2015", Focus on the Family, 2015 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
200,#59: Taking the Plunge,Adventures in Odyssey,"782a: Bonus Behind The Scenes Of Taking The Plunge""""",$0.99,6:00," July 1, 2015", Focus on the Family, 2015 Focus on the Family,"Children's,Children's Music,Christian Contemporary Music,Christian",Other
